,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
1208,"Fri, Apr 8, 2022",8:30p,Portland Trail Blazers,,Dallas Mavericks,,,,,
1209,"Fri, Apr 8, 2022",9:30p,Phoenix Suns,,Utah Jazz,,,,,
1210,"Fri, Apr 8, 2022",10:30p,Oklahoma City Thunder,,Los Angeles Lakers,,,,,
1211,"Sat, Apr 9, 2022",,Sacramento Kings,,Los Angeles Clippers,,,,,
1212,"Sat, Apr 9, 2022",,Golden State Warriors,,San Antonio Spurs,,,,,
1213,"Sat, Apr 9, 2022",,New Orleans Pelicans,,Memphis Grizzlies,,,,,
1214,"Sat, Apr 9, 2022",,Indiana Pacers,,Philadelphia 76ers,,,,,
1215,"Sun, Apr 10, 2022",,Utah Jazz,,Portland Trail Blazers,,,,,
1216,"Sun, Apr 10, 2022",,Sacramento Kings,,Phoenix Suns,,,,,
1217,"Sun, Apr 10, 2022",,Detroit Pistons,,Philadelphia 76ers,,,,,
1218,"Sun, Apr 10, 2022",,Miami Heat,,Orlando Magic,,,,,
1219,"Sun, Apr 10, 2022",,Toronto Raptors,,New York Knicks,,,,,
1220,"Sun, Apr 10, 2022",,Golden State Warriors,,New Orleans Pelicans,,,,,
1221,"Sun, Apr 10, 2022",,Chicago Bulls,,Minnesota Timberwolves,,,,,
1222,"Sun, Apr 10, 2022",,Boston Celtics,,Memphis Grizzlies,,,,,
1223,"Sun, Apr 10, 2022",,Oklahoma City Thunder,,Los Angeles Clippers,,,,,
1224,"Sun, Apr 10, 2022",,Atlanta Hawks,,Houston Rockets,,,,,
1225,"Sun, Apr 10, 2022",,Los Angeles Lakers,,Denver Nuggets,,,,,
1226,"Sun, Apr 10, 2022",,San Antonio Spurs,,Dallas Mavericks,,,,,
1227,"Sun, Apr 10, 2022",,Milwaukee Bucks,,Cleveland Cavaliers,,,,,
1228,"Sun, Apr 10, 2022",,Washington Wizards,,Charlotte Hornets,,,,,
1229,"Sun, Apr 10, 2022",,Indiana Pacers,,Brooklyn Nets,,,,,
